Customer_ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Tenure_Months,Products_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Available_Credit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Stay_Probability,NB_Churn_Probability
779058108,Existing Customer,49.0,M,3,Graduate,Divorced,$60K - $80K,Blue,30.0,6,1.0,2.0,2536.0,1823,713.0,0.703,1468.0,23,0.353,0.719,5.7151e-05,0.99994
710790258,Existing Customer,47.0,M,2,Graduate,Married,$80K - $120K,Blue,38.0,6,3.0,2.0,23836.25,1899,22660.75,0.85,1334.0,35,0.4,0.066,0.00017987,0.99982
715623483,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,37.0,4,4.0,0.5,8567.0,1695,6872.0,1.201,1457.0,41,1.172,0.198,8.3212e-05,0.99992
794543958,Existing Customer,53.0,M,1,Graduate,Divorced,$80K - $120K,Blue,35.0,5,4.0,2.0,23836.25,1219,22660.75,1.129,1590.0,27,1.172,0.035,0.00020404,0.9998
716396358,Existing Customer,52.0,M,2,Graduate,Married,$60K - $80K,Blue,47.0,5,3.0,0.5,3085.0,1910,1175.0,0.921,1531.0,35,0.667,0.619,6.6354e-05,0.99993
715398033,Existing Customer,53.0,M,2,High School,Single,$120K +,Blue,35.0,4,2.0,1.0,19040.0,2056,16984.0,0.607,1212.0,31,0.722,0.108,6.6728e-05,0.99993
711743883,Existing Customer,43.0,F,3,Uneducated,Single,Less Than $40K,Blue,35.0,5,2.0,3.0,4026.0,0,4026.0,0.483,1237.0,32,0.6,0.0,0.00020424,0.9998
719720058,Existing Customer,44.0,M,3,High School,Single,$60K - $80K,Blue,31.0,4,3.0,1.0,12756.0,837,11919.0,1.201,1413.0,14,1.172,0.066,0.00010943,0.99989
717539808,Existing Customer,51.0,F,2,High School,Single,Less Than $40K,Blue,36.0,3,2.0,2.0,9930.0,0,9930.0,0.731,1276.0,21,1.172,0.0,0.00011065,0.99989
714070758,Existing Customer,49.0,M,4,High School,Single,$80K - $120K,Blue,38.0,4,3.0,0.5,23836.25,1953,22660.75,0.875,1564.0,35,1.172,0.062,6.765e-05,0.99993
714107958,Existing Customer,45.0,M,1,Graduate,Single,$40K - $60K,Blue,36.0,4,4.0,3.0,6576.0,0,6576.0,0.579,1465.0,34,0.619,0.0,0.00034315,0.99966
789140283,Existing Customer,53.0,M,0,Graduate,Single,$80K - $120K,Blue,42.0,5,4.0,1.0,2664.0,2037,627.0,0.85,1286.0,29,0.933,0.765,0.0001125,0.99989
719712633,Existing Customer,64.0,M,1,Graduate,Married,Less Than $40K,Blue,52.0,6,4.0,3.0,1709.0,895,814.0,1.201,1673.0,32,0.882,0.524,0.00034315,0.99966
772629333,Existing Customer,45.0,M,3,Graduate,Married,$40K - $60K,Blue,35.0,5,4.0,2.0,3454.0,1200,2254.0,0.597,1313.0,30,0.304,0.347,0.00022556,0.99977
720336708,Existing Customer,53.0,M,3,Doctorate,Married,$40K - $60K,Blue,35.0,5,3.0,2.0,3789.0,1706,2083.0,1.047,1609.0,42,0.68,0.45,0.00027008,0.99973
802013583,Existing Customer,56.0,M,3,College,Married,$120K +,Blue,50.0,3,2.0,0.5,9689.0,2250,7439.0,0.576,1158.0,19,0.727,0.232,4.2358e-05,0.99996
779155158,Existing Customer,53.0,M,3,Graduate,Married,$120K +,Blue,34.0,6,2.0,2.0,2940.0,1264,1676.0,0.562,1259.0,33,0.5,0.43,0.00011811,0.99988
721091583,Existing Customer,44.0,F,2,Graduate,Single,Less Than $40K,Blue,32.0,3,3.0,3.0,3031.0,1879,1152.0,0.788,1298.0,15,1.172,0.62,0.00030251,0.9997
716657058,Existing Customer,43.0,F,4,Post-Graduate,Married,Less Than $40K,Blue,33.0,2,3.0,3.0,8358.0,926,7432.0,0.762,1566.0,37,0.542,0.111,0.00037329,0.99963
779509983,Existing Customer,53.0,M,2,Post-Graduate,Single,$120K +,Blue,36.0,6,1.0,2.0,23836.25,931,22660.75,0.828,1022.0,21,1.1,0.027,6.4807e-05,0.99994
717929133,Existing Customer,44.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,5,2.0,3.0,14450.0,2440,12010.0,1.201,1235.0,30,0.667,0.169,0.00018475,0.99982
710916408,Existing Customer,57.0,M,4,Graduate,Married,$60K - $80K,Blue,39.0,4,3.0,0.5,8466.0,1886,6580.0,0.56,1342.0,32,0.391,0.223,6.9589e-05,0.99993
799825758,Existing Customer,42.0,M,4,High School,Divorced,$60K - $80K,Blue,36.0,5,1.0,2.0,3263.0,1674,1589.0,0.588,1251.0,35,0.346,0.513,5.6153e-05,0.99994
718619883,Existing Customer,54.0,F,0,Uneducated,Married,Less Than $40K,Blue,36.0,2,2.0,2.0,1494.0,706,788.0,1.201,1305.0,24,1.172,0.473,0.00010043,0.9999
711844758,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Blue,35.0,6,1.0,0.5,13551.0,1294,12257.0,0.791,1388.0,37,1.056,0.095,2.1081e-05,0.99998
714798783,Existing Customer,49.0,M,1,Graduate,Single,$80K - $120K,Blue,36.0,6,2.0,2.0,18886.0,895,17991.0,1.201,1235.0,18,1.172,0.047,0.00010684,0.99989
771894558,Existing Customer,50.0,M,3,High School,Single,$80K - $120K,Blue,39.0,4,1.0,4.0,9964.0,1559,8405.0,1.201,1626.0,25,0.786,0.156,0.00015942,0.99984
721074183,Existing Customer,49.0,M,1,Doctorate,Married,$60K - $80K,Blue,36.0,4,4.5,3.0,23836.25,1196,22660.75,0.712,1111.0,24,1.0,0.05,0.00032436,0.99968
715259583,Existing Customer,53.0,F,2,High School,Married,Less Than $40K,Blue,44.0,3,2.0,3.0,5362.0,1901,3461.0,0.816,1553.0,38,1.0,0.355,0.0001861,0.99981
718414008,Existing Customer,50.0,M,2,Graduate,Single,$120K +,Blue,36.0,3,2.0,2.0,23836.25,1023,22660.75,1.004,1064.0,13,0.625,0.03,0.00011382,0.99989
719666283,Existing Customer,55.0,F,1,Doctorate,Married,Less Than $40K,Blue,36.0,4,1.0,0.5,3174.0,1951,1223.0,0.766,1243.0,29,0.611,0.615,2.7596e-05,0.99997
714877233,Existing Customer,53.0,M,1,High School,Married,$80K - $120K,Blue,47.0,3,2.0,2.0,12262.0,1836,10426.0,1.201,1659.0,38,1.172,0.15,0.00010386,0.9999
785387883,Existing Customer,47.0,F,3,High School,Single,$40K - $60K,Blue,41.0,4,3.0,3.0,3788.0,1540,2248.0,0.566,1594.0,47,0.382,0.407,0.00030516,0.99969
771075258,Existing Customer,55.0,M,2,College,Single,$120K +,Silver,42.0,2,3.0,2.0,23836.25,1527,22660.75,0.526,1268.0,42,0.355,0.044,0.00015801,0.99984
711318033,Existing Customer,47.0,M,3,Graduate,Single,$60K - $80K,Blue,36.0,4,2.0,2.0,2926.0,0,2926.0,0.676,1304.0,24,0.846,0.0,0.00011811,0.99988
783554958,Existing Customer,58.0,M,4,Graduate,Single,$120K +,Blue,52.0,6,1.0,0.5,23836.25,0,22660.75,0.567,1368.0,30,0.364,0.0,2.1307e-05,0.99998
720201033,Attrited Customer,53.0,M,2,Graduate,Married,$80K - $120K,Blue,41.0,3,3.0,2.0,11669.0,2227,9442.0,0.622,720.0,23,0.353,0.191,0.0006947755000000001,0.9993
718039683,Existing Customer,52.0,M,2,High School,Single,$40K - $60K,Blue,45.0,3,1.0,2.0,13532.0,1300,12232.0,0.846,1521.0,29,1.172,0.096,5.3542e-05,0.99995
714752208,Existing Customer,42.0,F,1,Graduate,Married,Less Than $40K,Blue,36.0,5,1.0,2.0,2393.0,1985,408.0,0.788,978.0,16,0.778,0.83,5.1697e-05,0.99995
714490308,Existing Customer,57.0,M,4,Graduate,Married,$80K - $120K,Blue,46.0,3,2.0,3.0,19270.0,1662,17608.0,1.186,1565.0,28,1.172,0.086,0.00020077,0.9998
713356833,Existing Customer,52.0,M,1,Graduate,Married,$80K - $120K,Blue,43.0,3,1.0,4.0,3710.0,2517,1193.0,1.201,1578.0,34,0.7,0.678,0.00014834,0.99985
711402333,Existing Customer,47.0,M,2,Doctorate,Single,Less Than $40K,Blue,37.0,2,1.0,3.0,3235.0,797,2438.0,0.541,1493.0,32,1.0,0.246,0.00013405,0.99987
708296883,Existing Customer,44.0,F,3,Graduate,Single,$40K - $60K,Blue,38.0,3,1.0,0.5,11749.0,788,10961.0,0.688,1178.0,27,0.929,0.067,2.1081e-05,0.99998
719154483,Existing Customer,53.0,M,2,High School,Divorced,$60K - $80K,Blue,36.0,5,3.0,2.0,7753.0,2100,5653.0,0.839,991.0,26,0.733,0.271,0.00017486,0.99983
717721458,Existing Customer,45.0,M,4,College,Divorced,$60K - $80K,Blue,40.0,5,1.0,0.5,10408.0,1186,9222.0,1.201,2560.0,42,1.172,0.114,2.0715e-05,0.99998
715674483,Existing Customer,39.0,F,2,Post-Graduate,Single,Less Than $40K,Blue,27.0,4,2.0,2.0,6205.0,2517,3688.0,0.939,1204.0,19,0.727,0.406,0.00013393,0.99987
789322833,Attrited Customer,48.0,F,5,High School,Married,Less Than $40K,Blue,38.0,1,3.0,3.0,8025.0,0,8025.0,0.654,673.0,18,0.8,0.0,0.0006947755000000001,0.9993
709919283,Existing Customer,54.0,M,4,Graduate,Married,$80K - $120K,Blue,34.0,2,3.0,2.0,14926.0,2517,12409.0,1.201,1576.0,25,1.172,0.169,0.00018864,0.99981
718744008,Existing Customer,59.0,F,1,Graduate,Single,Less Than $40K,Blue,36.0,3,2.0,3.0,6335.0,1128,5207.0,0.397,1217.0,20,0.667,0.178,0.00017969,0.99982
767712558,Attrited Customer,59.0,M,1,College,Single,$60K - $80K,Blue,53.0,2,3.0,3.0,14979.0,0,14979.0,0.71,530.0,10,1.0,0.0,0.0006947755000000001,0.9993
712950783,Attrited Customer,48.0,F,4,Uneducated,Married,Less Than $40K,Blue,38.0,3,2.0,3.0,2732.0,0,2732.0,0.76,739.0,16,0.455,0.0,0.0006947755000000001,0.9993
716104983,Existing Customer,41.0,F,2,Graduate,Single,Less Than $40K,Blue,32.0,6,3.0,2.0,2250.0,2117,133.0,1.162,1617.0,31,1.172,0.941,0.00017987,0.99982
818839983,Existing Customer,55.0,M,2,Graduate,Married,$120K +,Blue,50.0,3,2.0,0.5,10916.0,1536,9380.0,1.201,1592.0,34,1.0,0.141,4.1986e-05,0.99996
712350858,Existing Customer,41.0,M,2,High School,Married,$80K - $120K,Blue,24.0,4,1.0,3.0,9366.0,1104,8262.0,0.572,1303.0,39,0.625,0.118,9.0056e-05,0.99991
711009708,Existing Customer,40.0,M,3,High School,Single,$80K - $120K,Blue,28.0,5,1.0,0.5,21617.0,0,21617.0,1.047,1351.0,22,0.467,0.0,2.0494e-05,0.99998
712215258,Existing Customer,50.0,F,1,Graduate,Single,$40K - $60K,Silver,31.0,2,2.0,3.0,18386.0,0,18386.0,0.868,1298.0,22,0.571,0.0,0.00016236,0.99984
773827008,Existing Customer,47.0,M,4,Uneducated,Single,$60K - $80K,Blue,41.0,6,2.0,2.0,2405.0,1540,865.0,0.469,1087.0,29,1.172,0.64,0.00012274,0.99988
795232683,Existing Customer,53.0,F,1,College,Married,Less Than $40K,Blue,47.0,4,2.0,3.0,2154.0,930,1224.0,1.201,1439.0,26,1.172,0.432,0.0001747,0.99983
713539833,Existing Customer,48.0,F,4,High School,Single,$40K - $60K,Blue,38.0,6,1.0,3.0,8135.0,0,8135.0,1.201,1716.0,29,0.812,0.0,9.4447e-05,0.99991
712454058,Existing Customer,49.0,M,1,Doctorate,Married,$120K +,Blue,38.0,6,1.0,3.0,9364.0,618,8746.0,0.554,1099.0,27,0.8,0.066,0.00012583,0.99987
718803333,Existing Customer,43.0,F,4,Graduate,Divorced,Less Than $40K,Blue,34.0,2,3.0,1.0,3195.0,1954,1241.0,0.971,1285.0,29,0.706,0.612,0.00011377,0.99989
720253908,Existing Customer,56.0,M,0,High School,Married,$80K - $120K,Blue,43.0,5,2.0,1.0,2852.0,1024,1828.0,1.009,1651.0,28,1.0,0.359,5.7261e-05,0.99994
713187033,Existing Customer,46.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,3,2.0,2.0,20459.0,2071,18388.0,1.201,1767.0,38,1.172,0.101,0.00010985,0.99989
772426383,Existing Customer,50.0,F,4,Uneducated,Married,$40K - $60K,Blue,40.0,5,2.0,3.0,3065.0,1570,1495.0,1.077,1130.0,28,1.172,0.512,0.00020643,0.99979
710975883,Existing Customer,51.0,F,3,Uneducated,Married,Less Than $40K,Blue,43.0,3,1.0,2.0,2185.0,1761,424.0,0.682,1645.0,30,0.429,0.806,5.8763e-05,0.99994
714264408,Existing Customer,47.0,F,3,Uneducated,Married,Less Than $40K,Blue,36.0,4,1.0,0.5,1611.0,746,865.0,0.993,1413.0,29,0.706,0.463,2.1676e-05,0.99998
715827858,Existing Customer,58.0,F,4,Uneducated,Married,Less Than $40K,Blue,47.0,3,3.0,3.0,2822.0,2173,649.0,1.201,1218.0,23,1.172,0.77,0.0003262,0.99967
713741358,Attrited Customer,46.0,M,5,Graduate,Single,$80K - $120K,Blue,33.0,6,3.0,3.0,23836.25,2517,22660.75,0.658,597.0,17,0.7,0.076,0.0006947755000000001,0.9993
709531908,Existing Customer,53.0,M,3,High School,Married,$60K - $80K,Blue,47.0,5,2.0,2.0,1438.3,0,1438.3,0.776,2184.0,53,0.828,0.0,0.00011482,0.99989
714141108,Existing Customer,52.0,F,1,High School,Married,Less Than $40K,Blue,45.0,6,3.0,3.0,6703.0,893,5810.0,0.567,1388.0,28,0.75,0.133,0.00027604,0.99972
712608783,Existing Customer,50.0,M,2,High School,Married,$80K - $120K,Silver,45.0,3,1.0,3.0,23836.25,1260,22660.75,0.588,1504.0,34,0.789,0.037,8.1371e-05,0.99992
820353558,Existing Customer,41.0,F,3,High School,Married,$40K - $60K,Blue,36.0,4,1.0,2.0,9797.0,1434,8363.0,0.644,1503.0,34,0.478,0.146,5.5559e-05,0.99994
714964758,Existing Customer,45.0,F,5,Graduate,Divorced,$40K - $60K,Blue,36.0,5,2.0,2.0,10400.0,1777,8623.0,0.791,1105.0,28,0.867,0.171,0.00011751,0.99988
716264358,Existing Customer,53.0,M,3,Uneducated,Married,$80K - $120K,Blue,42.0,2,1.0,2.0,23836.25,1836,22660.75,1.201,2398.0,47,0.88,0.069,5.8763e-05,0.99994
717296808,Existing Customer,67.0,F,1,Graduate,Married,Less Than $40K,Blue,53.5,4,3.0,2.0,3006.0,2517,489.0,1.201,1661.0,32,1.0,0.837,0.00016883,0.99983
712977183,Existing Customer,57.0,F,2,Uneducated,Single,$40K - $60K,Silver,36.0,6,3.0,0.5,19482.0,1072,18410.0,0.706,1421.0,22,1.172,0.055,6.1645e-05,0.99994
710829108,Existing Customer,59.0,F,1,Uneducated,Married,$40K - $60K,Blue,36.0,4,2.0,3.0,3356.0,985,2371.0,0.35,999.0,28,0.556,0.294,0.00018475,0.99982
779562633,Existing Customer,45.0,M,2,Uneducated,Married,$40K - $60K,Blue,34.0,3,2.0,1.0,5771.0,2248,3523.0,1.201,1387.0,18,0.8,0.39,7.0576e-05,0.99993
715315833,Existing Customer,51.0,M,3,Graduate,Married,$80K - $120K,Blue,36.0,6,2.0,3.0,11106.0,2107,8999.0,0.948,1243.0,24,1.0,0.19,0.00019864,0.9998
815500983,Existing Customer,59.0,F,1,Uneducated,Married,Less Than $40K,Blue,53.5,5,3.0,0.5,2890.0,2001,889.0,1.201,1860.0,36,1.0,0.692,6.4038e-05,0.99994
719360583,Existing Customer,53.0,M,1,Graduate,Married,$60K - $80K,Blue,45.0,6,2.0,2.0,3380.0,1701,1679.0,0.747,1502.0,25,1.172,0.503,0.00010684,0.99989
709701558,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,36.0,2,1.0,2.0,21331.0,1251,20080.0,0.949,1460.0,50,1.083,0.059,5.7151e-05,0.99994
779862408,Existing Customer,49.0,M,3,Post-Graduate,Single,$80K - $120K,Blue,33.0,3,1.0,0.5,6278.0,462,5816.0,1.161,1087.0,33,0.941,0.074,2.4806e-05,0.99998
812627208,Existing Customer,60.0,F,0,College,Single,Less Than $40K,Blue,53.5,5,1.0,3.0,1438.3,738,700.3,0.782,1226.0,33,0.571,0.513,7.7286e-05,0.99992
711033408,Existing Customer,50.0,F,2,High School,Married,Less Than $40K,Blue,36.0,5,1.0,2.0,9355.0,1626,7729.0,0.701,1230.0,28,0.867,0.174,5.3542e-05,0.99995
780376683,Existing Customer,57.0,M,1,Graduate,Married,$80K - $120K,Blue,47.0,5,3.0,1.0,14612.0,1976,12636.0,1.201,1827.0,24,1.172,0.135,0.00010182,0.9999
714454758,Existing Customer,57.0,F,3,Graduate,Married,Less Than $40K,Blue,47.0,4,2.0,3.0,6347.0,1594,4753.0,0.896,1771.0,37,0.762,0.251,0.00019864,0.9998
780466533,Existing Customer,54.0,M,3,Doctorate,Married,$120K +,Blue,41.0,3,3.0,0.5,21592.0,1676,19916.0,1.097,1873.0,52,0.529,0.078,9.9638e-05,0.9999
