Customer_ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Tenure_Months,Products_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Available_Credit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Stay_Probability,NB_Churn_Probability
712813458,Existing Customer,49.0,M,2,Unknown,Married,$120K +,Blue,36.0,4,2.0,0.5,19763.0,2517,17246.0,0.664,1414.0,35,0.25,0.127,4.6151e-05,0.99995
714374133,Attrited Customer,56.0,M,2,Graduate,Married,$120K +,Blue,36.0,1,3.0,3.0,15769.0,0,15769.0,1.041,602.0,15,0.364,0.0,0.0006947755000000001,0.9993
717891558,Existing Customer,49.0,F,4,Graduate,Unknown,Less Than $40K,Blue,36.0,6,4.0,2.0,3298.0,2200,1098.0,0.678,1052.0,32,0.6,0.667,0.00022797,0.99977
716632758,Existing Customer,49.0,F,3,Graduate,Single,Less Than $40K,Blue,36.0,2,2.0,0.5,2802.0,2363,439.0,0.75,1295.0,40,0.6,0.843,4.3568e-05,0.99996
768563658,Existing Customer,56.0,M,2,Uneducated,Married,$40K - $60K,Blue,50.0,4,2.0,3.0,4458.0,1880,2578.0,1.107,1424.0,29,1.172,0.422,0.00019683,0.9998
711427458,Existing Customer,44.0,F,5,Graduate,Married,Unknown,Blue,35.0,4,1.0,2.0,6273.0,978,5295.0,1.201,1359.0,25,1.083,0.156,5.6861e-05,0.99994
714091983,Existing Customer,42.0,M,2,High School,Single,$60K - $80K,Blue,34.0,4,4.0,3.0,3336.0,1753,1583.0,0.69,1168.0,27,1.172,0.525,0.00035539,0.99964
787584108,Existing Customer,55.0,M,3,Unknown,Married,$80K - $120K,Blue,47.0,4,2.0,3.0,3436.0,2016,1420.0,0.901,1097.0,33,0.833,0.587,0.00021834,0.99978
712030833,Attrited Customer,48.0,M,2,Graduate,Married,$60K - $80K,Silver,35.0,2,4.0,4.0,23836.25,0,22660.75,0.763,691.0,15,0.5,0.0,0.0006947755000000001,0.9993
711481533,Existing Customer,39.0,M,1,High School,Divorced,$60K - $80K,Blue,33.0,5,3.0,3.0,5926.0,1251,4675.0,0.944,1316.0,28,1.154,0.211,0.00027604,0.99972
710082708,Existing Customer,44.0,M,4,Post-Graduate,Single,$120K +,Blue,32.0,2,4.0,2.0,23836.25,2102,21855.0,0.997,1276.0,26,0.733,0.088,0.00026824,0.99973
708155733,Existing Customer,53.0,M,2,High School,Single,$120K +,Blue,44.0,4,2.0,2.0,14734.0,1634,13100.0,0.989,1289.0,23,0.917,0.111,0.00011065,0.99989
788979258,Existing Customer,51.0,M,4,Uneducated,Single,$80K - $120K,Silver,38.0,4,1.0,4.0,23836.25,1515,22660.75,0.592,1293.0,32,0.6,0.044,0.00015398,0.99985
807986133,Existing Customer,57.0,M,2,College,Married,$60K - $80K,Blue,52.0,5,3.0,3.0,6584.0,1817,4767.0,0.62,1353.0,35,0.667,0.276,0.00029411,0.99971
788730933,Existing Customer,44.0,F,2,Uneducated,Single,Less Than $40K,Blue,20.0,6,3.0,3.0,2084.0,1468,616.0,1.004,1132.0,28,0.556,0.704,0.00031104,0.99969
711314058,Existing Customer,49.0,M,2,Graduate,Married,$60K - $80K,Blue,32.0,2,2.0,2.0,1687.0,1107,580.0,1.201,1670.0,17,1.172,0.656,0.00011382,0.99989
717975333,Existing Customer,50.0,M,2,Doctorate,Married,$80K - $120K,Blue,38.0,6,2.0,2.0,23836.25,1330,22660.75,1.072,837.0,15,1.172,0.053,0.00016471,0.99984
715971108,Existing Customer,51.0,M,4,Graduate,Single,$120K +,Blue,42.0,3,2.0,3.0,23836.25,1763,22660.75,1.201,1550.0,41,1.05,0.051,0.00020077,0.9998
720096558,Existing Customer,55.0,F,2,Graduate,Married,Less Than $40K,Blue,42.0,5,3.0,3.0,2216.0,1034,1182.0,0.758,1540.0,36,0.286,0.467,0.00030251,0.9997
719580033,Existing Customer,54.0,M,1,Graduate,Unknown,$60K - $80K,Blue,43.0,4,2.0,3.0,2910.0,2030,880.0,0.769,1256.0,21,0.4,0.698,0.00017969,0.99982
820582308,Existing Customer,42.0,M,5,Uneducated,Married,$80K - $120K,Blue,37.0,6,2.0,2.0,22913.0,1528,21385.0,0.414,1394.0,35,0.522,0.067,0.00012082,0.99988
789973308,Existing Customer,44.0,M,1,College,Single,$60K - $80K,Blue,35.0,3,3.0,3.0,23836.25,1932,22380.0,1.201,1341.0,24,1.172,0.079,0.00027607,0.99972
712876233,Existing Customer,53.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,5,3.0,2.0,5272.0,1515,3757.0,0.857,1289.0,33,0.435,0.287,0.00017987,0.99982
804595158,Existing Customer,44.0,F,4,Graduate,Single,Less Than $40K,Blue,36.0,6,4.0,2.0,7000.0,2517,4483.0,0.475,1112.0,23,1.172,0.36,0.00022797,0.99977
714826758,Existing Customer,37.0,F,3,Uneducated,Single,Less Than $40K,Blue,29.0,4,4.0,2.0,7038.0,1801,5237.0,0.751,2339.0,57,0.966,0.256,0.00023192,0.99977
779058108,Existing Customer,49.0,M,3,Graduate,Divorced,$60K - $80K,Blue,30.0,6,1.0,2.0,2536.0,1823,713.0,0.703,1468.0,23,0.353,0.719,5.7151e-05,0.99994
710790258,Existing Customer,47.0,M,2,Graduate,Married,$80K - $120K,Blue,38.0,6,3.0,2.0,23836.25,1899,22660.75,0.85,1334.0,35,0.4,0.066,0.00017987,0.99982
715623483,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,37.0,4,4.0,0.5,8567.0,1695,6872.0,1.201,1457.0,41,1.172,0.198,8.3212e-05,0.99992
715156383,Existing Customer,44.0,M,1,Unknown,Unknown,$120K +,Blue,36.0,6,2.0,2.0,23836.25,1533,22660.75,0.924,1603.0,29,0.526,0.044,0.00011743,0.99988
711013983,Attrited Customer,55.0,F,4,Unknown,Married,$40K - $60K,Blue,45.0,2,4.0,3.0,2158.0,0,2158.0,0.585,615.0,12,0.714,0.0,0.0006947755000000001,0.9993
755420433,Existing Customer,59.0,F,1,Graduate,Married,Unknown,Blue,52.0,2,3.0,3.0,10133.0,1417,8716.0,0.383,1068.0,20,0.818,0.14,0.00028395,0.99972
794543958,Existing Customer,53.0,M,1,Graduate,Divorced,$80K - $120K,Blue,35.0,5,4.0,2.0,23836.25,1219,22660.75,1.129,1590.0,27,1.172,0.035,0.00020404,0.9998
716396358,Existing Customer,52.0,M,2,Graduate,Married,$60K - $80K,Blue,47.0,5,3.0,0.5,3085.0,1910,1175.0,0.921,1531.0,35,0.667,0.619,6.6354e-05,0.99993
715398033,Existing Customer,53.0,M,2,High School,Single,$120K +,Blue,35.0,4,2.0,1.0,19040.0,2056,16984.0,0.607,1212.0,31,0.722,0.108,6.6728e-05,0.99993
711743883,Existing Customer,43.0,F,3,Uneducated,Single,Less Than $40K,Blue,35.0,5,2.0,3.0,4026.0,0,4026.0,0.483,1237.0,32,0.6,0.0,0.00020424,0.9998
719720058,Existing Customer,44.0,M,3,High School,Single,$60K - $80K,Blue,31.0,4,3.0,1.0,12756.0,837,11919.0,1.201,1413.0,14,1.172,0.066,0.00010943,0.99989
778992108,Existing Customer,57.0,M,2,Unknown,Married,$120K +,Blue,45.0,5,3.0,3.0,5266.0,0,5266.0,1.201,1516.0,29,1.172,0.0,0.00033251,0.99967
717539808,Existing Customer,51.0,F,2,High School,Single,Less Than $40K,Blue,36.0,3,2.0,2.0,9930.0,0,9930.0,0.731,1276.0,21,1.172,0.0,0.00011065,0.99989
714070758,Existing Customer,49.0,M,4,High School,Single,$80K - $120K,Blue,38.0,4,3.0,0.5,23836.25,1953,22660.75,0.875,1564.0,35,1.172,0.062,6.765e-05,0.99993
714107958,Existing Customer,45.0,M,1,Graduate,Single,$40K - $60K,Blue,36.0,4,4.0,3.0,6576.0,0,6576.0,0.579,1465.0,34,0.619,0.0,0.00034315,0.99966
789140283,Existing Customer,53.0,M,0,Graduate,Single,$80K - $120K,Blue,42.0,5,4.0,1.0,2664.0,2037,627.0,0.85,1286.0,29,0.933,0.765,0.0001125,0.99989
715550508,Existing Customer,45.0,F,3,Unknown,Married,Unknown,Blue,28.0,5,1.0,2.0,2535.0,2440,95.0,1.201,1312.0,20,1.172,0.963,6.282e-05,0.99994
719712633,Existing Customer,64.0,M,1,Graduate,Married,Less Than $40K,Blue,52.0,6,4.0,3.0,1709.0,895,814.0,1.201,1673.0,32,0.882,0.524,0.00034315,0.99966
772629333,Existing Customer,45.0,M,3,Graduate,Married,$40K - $60K,Blue,35.0,5,4.0,2.0,3454.0,1200,2254.0,0.597,1313.0,30,0.304,0.347,0.00022556,0.99977
720336708,Existing Customer,53.0,M,3,Doctorate,Married,$40K - $60K,Blue,35.0,5,3.0,2.0,3789.0,1706,2083.0,1.047,1609.0,42,0.68,0.45,0.00027008,0.99973
802013583,Existing Customer,56.0,M,3,College,Married,$120K +,Blue,50.0,3,2.0,0.5,9689.0,2250,7439.0,0.576,1158.0,19,0.727,0.232,4.2358e-05,0.99996
711887583,Attrited Customer,47.0,M,2,Unknown,Married,$80K - $120K,Blue,37.0,2,3.0,3.0,5449.0,1628,3821.0,0.696,836.0,18,0.385,0.299,0.0006947755000000001,0.9993
714778833,Existing Customer,49.0,F,3,College,Single,Unknown,Blue,43.0,4,4.0,0.5,23032.0,1960,21072.0,0.619,1289.0,22,1.0,0.085,8.0901e-05,0.99992
713843283,Existing Customer,41.0,F,3,Unknown,Married,Unknown,Silver,34.0,5,3.0,3.0,23836.25,2053,22660.75,1.034,1487.0,26,0.733,0.059,0.00031177,0.99969
779155158,Existing Customer,53.0,M,3,Graduate,Married,$120K +,Blue,34.0,6,2.0,2.0,2940.0,1264,1676.0,0.562,1259.0,33,0.5,0.43,0.00011811,0.99988
721091583,Existing Customer,44.0,F,2,Graduate,Single,Less Than $40K,Blue,32.0,3,3.0,3.0,3031.0,1879,1152.0,0.788,1298.0,15,1.172,0.62,0.00030251,0.9997
713572683,Existing Customer,44.0,M,3,High School,Unknown,$60K - $80K,Blue,25.0,3,3.0,0.5,1862.0,0,1862.0,0.883,1226.0,34,0.789,0.0,6.6935e-05,0.99993
716657058,Existing Customer,43.0,F,4,Post-Graduate,Married,Less Than $40K,Blue,33.0,2,3.0,3.0,8358.0,926,7432.0,0.762,1566.0,37,0.542,0.111,0.00037329,0.99963
779509983,Existing Customer,53.0,M,2,Post-Graduate,Single,$120K +,Blue,36.0,6,1.0,2.0,23836.25,931,22660.75,0.828,1022.0,21,1.1,0.027,6.4807e-05,0.99994
717929133,Existing Customer,44.0,M,1,Uneducated,Married,$60K - $80K,Blue,36.0,5,2.0,3.0,14450.0,2440,12010.0,1.201,1235.0,30,0.667,0.169,0.00018475,0.99982
808284783,Existing Customer,62.0,F,1,Unknown,Married,Less Than $40K,Blue,53.5,6,0.5,0.5,1438.3,0,1438.3,0.813,1951.0,44,1.095,0.0,7.7559e-06,0.99999
708476808,Existing Customer,54.0,M,4,Unknown,Divorced,$120K +,Blue,36.0,6,3.0,2.0,23836.25,1960,22660.75,0.618,1047.0,31,0.824,0.058,0.00020735,0.99979
710916408,Existing Customer,57.0,M,4,Graduate,Married,$60K - $80K,Blue,39.0,4,3.0,0.5,8466.0,1886,6580.0,0.56,1342.0,32,0.391,0.223,6.9589e-05,0.99993
708492558,Existing Customer,42.0,M,3,Unknown,Married,$60K - $80K,Blue,36.0,5,3.0,3.0,15088.0,865,14223.0,0.939,1107.0,21,1.172,0.057,0.00034503,0.99965
799825758,Existing Customer,42.0,M,4,High School,Divorced,$60K - $80K,Blue,36.0,5,1.0,2.0,3263.0,1674,1589.0,0.588,1251.0,35,0.346,0.513,5.6153e-05,0.99994
718619883,Existing Customer,54.0,F,0,Uneducated,Married,Less Than $40K,Blue,36.0,2,2.0,2.0,1494.0,706,788.0,1.201,1305.0,24,1.172,0.473,0.00010043,0.9999
711844758,Existing Customer,48.0,M,3,Graduate,Single,$80K - $120K,Blue,35.0,6,1.0,0.5,13551.0,1294,12257.0,0.791,1388.0,37,1.056,0.095,2.1081e-05,0.99998
714798783,Existing Customer,49.0,M,1,Graduate,Single,$80K - $120K,Blue,36.0,6,2.0,2.0,18886.0,895,17991.0,1.201,1235.0,18,1.172,0.047,0.00010684,0.99989
826762908,Existing Customer,52.0,M,3,High School,Unknown,$80K - $120K,Blue,48.0,3,2.0,0.5,11976.0,1273,10703.0,1.024,2089.0,36,1.118,0.106,4.2354e-05,0.99996
771894558,Existing Customer,50.0,M,3,High School,Single,$80K - $120K,Blue,39.0,4,1.0,4.0,9964.0,1559,8405.0,1.201,1626.0,25,0.786,0.156,0.00015942,0.99984
721074183,Existing Customer,49.0,M,1,Doctorate,Married,$60K - $80K,Blue,36.0,4,4.5,3.0,23836.25,1196,22660.75,0.712,1111.0,24,1.0,0.05,0.00032436,0.99968
715259583,Existing Customer,53.0,F,2,High School,Married,Less Than $40K,Blue,44.0,3,2.0,3.0,5362.0,1901,3461.0,0.816,1553.0,38,1.0,0.355,0.0001861,0.99981
718414008,Existing Customer,50.0,M,2,Graduate,Single,$120K +,Blue,36.0,3,2.0,2.0,23836.25,1023,22660.75,1.004,1064.0,13,0.625,0.03,0.00011382,0.99989
719666283,Existing Customer,55.0,F,1,Doctorate,Married,Less Than $40K,Blue,36.0,4,1.0,0.5,3174.0,1951,1223.0,0.766,1243.0,29,0.611,0.615,2.7596e-05,0.99997
714877233,Existing Customer,53.0,M,1,High School,Married,$80K - $120K,Blue,47.0,3,2.0,2.0,12262.0,1836,10426.0,1.201,1659.0,38,1.172,0.15,0.00010386,0.9999
785387883,Existing Customer,47.0,F,3,High School,Single,$40K - $60K,Blue,41.0,4,3.0,3.0,3788.0,1540,2248.0,0.566,1594.0,47,0.382,0.407,0.00030516,0.99969
771075258,Existing Customer,55.0,M,2,College,Single,$120K +,Silver,42.0,2,3.0,2.0,23836.25,1527,22660.75,0.526,1268.0,42,0.355,0.044,0.00015801,0.99984
711318033,Existing Customer,47.0,M,3,Graduate,Single,$60K - $80K,Blue,36.0,4,2.0,2.0,2926.0,0,2926.0,0.676,1304.0,24,0.846,0.0,0.00011811,0.99988
783554958,Existing Customer,58.0,M,4,Graduate,Single,$120K +,Blue,52.0,6,1.0,0.5,23836.25,0,22660.75,0.567,1368.0,30,0.364,0.0,2.1307e-05,0.99998
720201033,Attrited Customer,53.0,M,2,Graduate,Married,$80K - $120K,Blue,41.0,3,3.0,2.0,11669.0,2227,9442.0,0.622,720.0,23,0.353,0.191,0.0006947755000000001,0.9993
718039683,Existing Customer,52.0,M,2,High School,Single,$40K - $60K,Blue,45.0,3,1.0,2.0,13532.0,1300,12232.0,0.846,1521.0,29,1.172,0.096,5.3542e-05,0.99995
710806083,Existing Customer,50.0,F,1,Uneducated,Unknown,Less Than $40K,Silver,36.0,4,2.0,2.0,11888.0,2090,9798.0,0.7,1137.0,30,0.765,0.176,9.9255e-05,0.9999
714752208,Existing Customer,42.0,F,1,Graduate,Married,Less Than $40K,Blue,36.0,5,1.0,2.0,2393.0,1985,408.0,0.788,978.0,16,0.778,0.83,5.1697e-05,0.99995
822063408,Existing Customer,43.0,M,4,Unknown,Married,$40K - $60K,Blue,39.0,5,1.0,2.0,6111.0,2517,3594.0,0.632,1221.0,16,1.172,0.412,6.3492e-05,0.99994
714490308,Existing Customer,57.0,M,4,Graduate,Married,$80K - $120K,Blue,46.0,3,2.0,3.0,19270.0,1662,17608.0,1.186,1565.0,28,1.172,0.086,0.00020077,0.9998
713356833,Existing Customer,52.0,M,1,Graduate,Married,$80K - $120K,Blue,43.0,3,1.0,4.0,3710.0,2517,1193.0,1.201,1578.0,34,0.7,0.678,0.00014834,0.99985
711402333,Existing Customer,47.0,M,2,Doctorate,Single,Less Than $40K,Blue,37.0,2,1.0,3.0,3235.0,797,2438.0,0.541,1493.0,32,1.0,0.246,0.00013405,0.99987
708296883,Existing Customer,44.0,F,3,Graduate,Single,$40K - $60K,Blue,38.0,3,1.0,0.5,11749.0,788,10961.0,0.688,1178.0,27,0.929,0.067,2.1081e-05,0.99998
719154483,Existing Customer,53.0,M,2,High School,Divorced,$60K - $80K,Blue,36.0,5,3.0,2.0,7753.0,2100,5653.0,0.839,991.0,26,0.733,0.271,0.00017486,0.99983
717721458,Existing Customer,45.0,M,4,College,Divorced,$60K - $80K,Blue,40.0,5,1.0,0.5,10408.0,1186,9222.0,1.201,2560.0,42,1.172,0.114,2.0715e-05,0.99998
711112683,Existing Customer,63.0,F,1,College,Married,Unknown,Blue,36.0,6,2.0,3.0,3967.0,1568,2399.0,1.201,1657.0,29,1.172,0.395,0.0001747,0.99983
715674483,Existing Customer,39.0,F,2,Post-Graduate,Single,Less Than $40K,Blue,27.0,4,2.0,2.0,6205.0,2517,3688.0,0.939,1204.0,19,0.727,0.406,0.00013393,0.99987
789322833,Attrited Customer,48.0,F,5,High School,Married,Less Than $40K,Blue,38.0,1,3.0,3.0,8025.0,0,8025.0,0.654,673.0,18,0.8,0.0,0.0006947755000000001,0.9993
